,tweet_id,text,favorite_count,retweet_count,created_at
106,1412955292921368581,RT @TheDailyHPotter: Harry Potter and the Order of the Phoenix (2007) dir. David Yates https://t.co/lwC8bJHswe,0,285,Thu Jul 08 02:02:47 +0000 2021
107,1412955291939971075,RT @JamboAldo: Am I right that @HumzaYousaf who I believe lives in the covid hotspot of Dundee in the #Covid capital of Europe is currently…,0,203,Thu Jul 08 02:02:47 +0000 2021
108,1412955282259517446,RT @thiegonovais: 10 anos da última premiere do trio de Harry Potter em Londres. https://t.co/b98WmtWnmi,0,344,Thu Jul 08 02:02:45 +0000 2021
109,1412955280195813384,RT @idgajon: the mandrake in harry potter before it returned everyone back into their original state. https://t.co/mazRUU3eRM,0,5,Thu Jul 08 02:02:44 +0000 2021
110,1412955272419500034,"RT @goeyounjung: @selfoli STB OA
Syp tau bercita2 mnjd sarjana hukum..
https://t.co/NSQb104lAi 
https://t.co/NSQb104lAi

Syp tau bercita2 m…",0,1,Thu Jul 08 02:02:43 +0000 2021
111,1412955256187539457,"RT @goeyounjung: @selfolconvo STB OA
Syp tau bercita2 mnjd sarjana hukum..
https://t.co/NSQb104lAi 
https://t.co/NSQb104lAi

Syp tau bercit…",0,1,Thu Jul 08 02:02:39 +0000 2021
112,1412955232275947527,"RT @ShoppingVirtua4: ⚡️ SORTEIO ⚡️

🏆 Prêmio: Harry Potter e a Pedra Filosofal (capa dura) + Ecobag

🚨 Regras:
✅ Seguir as páginas marcadas…",0,319,Thu Jul 08 02:02:33 +0000 2021
113,1412955230992486403,RT @noirwhills: potterhead? jamais! apenas gosto muito de harry potter,0,203,Thu Jul 08 02:02:33 +0000 2021
114,1412955202055979011,I don’t care how many times I watch ‘Harry Potter’ it NEVER gets old. I just love these movies so much 🥺,0,0,Thu Jul 08 02:02:26 +0000 2021
115,1412955179104837638,@SigmaAngel2 Só eu achei o cara parecido com o Harry Potter? Kkkkkk gado de altíssimo valor pra impressionar as min… https://t.co/wpVbgeGn2v,0,0,Thu Jul 08 02:02:20 +0000 2021
116,1412955170539986945,RT @noirwhills: potterhead? jamais! apenas gosto muito de harry potter,0,203,Thu Jul 08 02:02:18 +0000 2021
117,1412955163799822337,"RT @HarryPotteerBR: 7 de julho de 2011: Dez anos atrás, Harry Potter e as Relíquias da Morte: Parte 2 estreou em Londres. https://t.co/gq2O…",0,791,Thu Jul 08 02:02:17 +0000 2021
118,1412955132296376324,"@ChillGamerMac I rule it a good call. JK Rowling is not really a ""Harry Potter term""",0,0,Thu Jul 08 02:02:09 +0000 2021
119,1412955103569580034,"RT @ToIkienverse: Shrek, Harry Potter y El Señor de los Anillos se estrenaron el mismo año / HACE 20 AÑOS https://t.co/Ydaodyv8xr",0,710,Thu Jul 08 02:02:02 +0000 2021
120,1412955092265828355,RT @dabarrrbie: i love harry potter,0,4,Thu Jul 08 02:02:00 +0000 2021
